Gene.Symbol,minuslog_pval,qval,log2FC
Rab22a,1.09947087,0.00000000,0.25128745
Timm21,0.80999480,0.00000000,0.25131021
Mrpl22,0.41427456,0.00000000,0.25239351
Mrpl17,0.75756891,0.00000000,0.25316316
Fam173a,0.62669700,0.00000000,0.25469953
Rab3d;Rab3a,0.20806481,0.00000000,0.25616293
Mep1b,0.48644611,0.00000000,0.25814348
Nubpl,0.98508895,0.00000000,0.26286393
Pbld1,0.61197012,0.00000000,0.26303743
Ndufaf2,1.41691815,0.00000000,0.26387405
Aldh4a1,1.78312666,0.00000000,0.26389246
Pecr,0.96524431,0.00000000,0.26548447
Hras;Nras;Kras,0.50150361,0.00000000,0.26630670
Tufm;Gm9755,1.14196830,0.00000000,0.26662285
Tomm6,0.49568079,0.00000000,0.26719336
Ndufa6,0.97179916,0.00000000,0.26792288
Etfdh,1.34954648,0.00000000,0.26813115
Gpm6a,0.33637809,0.00000000,0.26839085
Atp5s,1.14682404,0.00000000,0.26865522
Cox16,0.26483281,0.00270450,0.26983262
Pam16,1.48674639,0.00000000,0.27009618
Sdhb,1.45426748,0.00000000,0.27283602
Timm10,0.76395451,0.00000000,0.27590941
Spg7,0.68280396,0.00000000,0.27671661
Acsf3,0.72751007,0.00000000,0.27675366
Tmco1,0.73032961,0.00404040,0.27933120
Acsm1,1.19536295,0.00000000,0.27961974
Uqcrq,1.17376161,0.00000000,0.28000351
Fam173b,1.06204772,0.00000000,0.28408987
Sco2,0.71972790,0.00000000,0.28503632
Nmnat3,2.58717079,0.00000000,0.28526111
Mme,0.36635155,0.00000000,0.28544520
Abhd14b,0.66842306,0.00000000,0.28709480
Mrpl18,1.11717206,0.00000000,0.28961339
Fam213b,0.56270895,0.00000000,0.29008705
Ndufa8,1.02967433,0.00000000,0.29069775
Hsd11b1,0.49815954,0.00000000,0.29311061
Acadm,2.13630830,0.00000000,0.29380402
Ssbp1,0.62393014,0.00000000,0.29434326
Pex3,0.52023031,0.00000000,0.29443300
Mrps11,0.96528452,0.00000000,0.29608666
Echdc3,0.67107216,0.00000000,0.29889236
Eci3,0.72606568,0.00000000,0.29986140
Atp1b1,0.83609376,0.00000000,0.30059071
2-Mar,1.37363084,0.00000000,0.30178691
Calr,0.20237989,0.00000000,0.30202541
Hspd1,3.03472175,0.00000000,0.30203150
Clic5,0.17089745,0.00000000,0.30225994
Stoml2,0.66622160,0.00000000,0.30436309
Fmo1,1.01726638,0.00000000,0.30445121
Acsm5,1.01184062,0.00000000,0.30997652
Sirt4,0.64643139,0.00000000,0.31190082
Mrpl14,1.73566552,0.00000000,0.31623948
Fdx1,3.22308061,0.00000000,0.31701113
Slc22a12,0.70397337,0.00000000,0.31923119
Cyb5r3,1.06670098,0.00000000,0.32153832
Mrps23,1.13770441,0.00000000,0.32254999
Atp6v0d1,0.49158951,0.00000000,0.32283759
Tmed7,0.67465862,0.00000000,0.32774203
Ndufb11,0.89887712,0.00000000,0.32833712
Tmem70,0.77134718,0.00000000,0.32867712
Nln,0.68798332,0.00000000,0.33052907
Slc25a21,1.30327595,0.00000000,0.33106959
Atp5i,1.30211764,0.00000000,0.33156742
Aldh9a1,1.70467891,0.00000000,0.33159889
Prodh,1.00061670,0.00000000,0.33176755
Aldh7a1,2.46959865,0.00000000,0.33347620
Rpp14,0.95056441,0.00000000,0.33445881
Atad1,1.59131647,0.00000000,0.33493529
Mmaa,0.98018381,0.00000000,0.33559037
Mrpl13,1.54566659,0.00000000,0.33571041
Tpi1,2.36649431,0.00000000,0.33578069
Oat,1.89918497,0.00000000,0.33690951
Oma1,0.64614537,0.00000000,0.33795597
Aldh5a1,1.28427851,0.00000000,0.33947080
Hsp90b1,0.78396008,0.00000000,0.34055980
Atp6v0a4,0.55104896,0.00000000,0.34058807
Abat,1.42053362,0.00000000,0.34188809
Dnajc15,1.17599480,0.00000000,0.34198549
Tmem109,0.23258959,0.00000000,0.34418514
Slc25a46,1.08666536,0.00000000,0.34462706
Cdc42,2.11022198,0.00000000,0.34486877
Ndufc2,1.14746344,0.00000000,0.34768881
Fdx1l,2.17779363,0.00000000,0.34778357
Pck1,0.30513857,0.00000000,0.34785983
,0.67062931,0.00000000,0.34795644
Cyc1,3.69752038,0.00000000,0.34921954
Isoc1,0.35453720,0.00000000,0.34967032
Trap1,0.95313699,0.00000000,0.35039654
Por,0.60424429,0.00000000,0.35087163
Mrps30,0.95099470,0.00000000,0.35098918
Fdxr,0.96934953,0.00000000,0.35223906
Lyplal1,3.99325834,0.00000000,0.35428866
Hscb,1.06884006,0.00000000,0.35539426
Tmem126a,0.86258287,0.00000000,0.36117967
Actr3b;Actr3,0.26592456,0.00000000,0.36190637
Ndufs6,2.66814076,0.00000000,0.36260893
Pxmp2,0.32108850,1.00000000,0.36650448
Mrps18a,0.96674448,0.00000000,0.37087919
Slc25a1,1.08575135,0.00000000,0.37117204
Fam213a,1.45957602,0.00000000,0.37306597
Slc6a18,0.52597178,0.00000000,0.37501429
Acsm3,1.55137349,0.00000000,0.37531608
Mif,1.43934163,0.00000000,0.37533744
Gpx4,1.44929341,0.00000000,0.37645688
Mrpl27,3.32372985,0.00000000,0.37820457
Mcur1,1.42229304,0.00000000,0.37933927
Mrps7,1.20398833,0.00000000,0.38026269
Eif5a;Eif5a2,2.46628087,0.00000000,0.38104768
Msrb2,2.58136901,0.00000000,0.38170800
Ociad2,1.44661051,0.00000000,0.38449278
Pmpcb,0.83683668,0.00000000,0.38497721
Slc25a26,1.43173332,0.00000000,0.38562264
Mrpl37,1.47039687,0.00000000,0.38695383
Acot12,1.30567742,0.00000000,0.38852503
Coq6,1.38564894,0.00000000,0.38983581
Mrpl46,2.43879410,0.00000000,0.39053376
Coq10a,0.97001440,0.00000000,0.39105200
Ezr,0.57598173,0.00000000,0.39177992
Ict1,2.04810434,0.00000000,0.39179284
Vapa,0.70380300,0.00000000,0.39217431
Chchd4,1.06224548,0.00000000,0.39271834
Acnat1,2.20985634,0.00000000,0.39482422
Mrpl2,2.09928512,0.00000000,0.39703226
Poldip2,1.18720859,0.00000000,0.39853611
Vdac3,1.94976206,0.00000000,0.39860004
Nfu1,1.41743814,0.00000000,0.39904876
Rap1b,1.55723325,0.00000000,0.40150089
Mrpl48,0.83958444,0.00000000,0.40332311
Atad3,1.42245188,0.00000000,0.40454821
Mul1,0.70159260,0.00000000,0.40459925
Lyrm4,1.37212747,0.00000000,0.40510981
Vdac2,1.79412348,0.00000000,0.40891692
Slco4c1,0.59545652,0.00000000,0.41104629
Ociad1,1.88919122,0.00000000,0.41146822
Acad8,0.89058241,0.00000000,0.41221838
Slc27a2,1.83839970,0.00000000,0.41425243
Hspe1,1.22001937,0.00000000,0.41536848
Rpl27,0.84046284,0.00000000,0.41622725
Pex26,1.53501777,0.00000000,0.41924691
Ctnna2,0.48537144,0.00000000,0.42142984
Dlat,1.05354350,0.00000000,0.42196344
Hdhd2,1.49955958,0.00000000,0.42413010
Rab14,1.17039362,0.00000000,0.42485097
Mrps16,0.99798768,0.00000000,0.42561660
Trub2,1.51817418,0.00000000,0.42751821
Gnb2;Gnb4,1.00202648,0.00000000,0.42937857
Mrpl53,1.76118761,0.00000000,0.43048709
Ndrg1,1.33067272,0.00000000,0.44165260
Akr1a1,1.47246501,0.00000000,0.44231547
Mrpl55,1.11469221,0.00000000,0.44385418
Ndufs4,2.31627053,0.00000000,0.44419980
Slco1a1;Slco1a5;Slco1a6,0.43693909,0.00000000,0.44656034
Rab10,0.84732047,0.00000000,0.44938562
Vars2,1.33044669,0.00000000,0.44941088
Dpp4,0.82431379,0.00000000,0.45237278
9030617O03Rik,2.14769945,0.00000000,0.45480543
Abcd3,2.52994044,0.00000000,0.46118268
Uqcrc1,1.93890713,0.00000000,0.46365341
Hspa5,1.26495469,0.00000000,0.46392486
Sirt5,2.19807832,0.00000000,0.46583483
Ugt3a2,0.98909724,0.00000000,0.47666807
Guf1,2.88078217,0.00000000,0.47779986
Cisd1,2.27466718,0.00000000,0.47955635
Pdhx,1.76154158,0.00000000,0.48359869
Pde12,2.04242455,0.00000000,0.48534226
Psap,0.31683356,0.00000000,0.49131493
Agps,1.52817498,0.00000000,0.49342223
Mrps2,1.77161539,0.00000000,0.49537978
Mrpl41;Gm6434,2.83271801,0.00000000,0.49769262
Mrpl49,0.95833586,0.00000000,0.49789576
Mrpl3,1.54095732,0.00000000,0.50079432
Hars2,1.13632721,0.00000000,0.50973640
Mrpl11,1.17905703,0.00000000,0.51145628
D2hgdh,1.35454252,0.00000000,0.51247686
Arf1;Arf3;Arf2;Arf5,1.35594236,0.00000000,0.51305888
Pcca,1.62655084,0.00000000,0.51359332
Nfu1,2.49787473,0.00000000,0.51631549
Hint3,1.87333606,0.00000000,0.51771561
Oxsm,2.25075362,0.00000000,0.51869462
Rpl31,1.11883075,0.00000000,0.52075715
Eef1a1;Eef1a2,1.63409993,0.00000000,0.52239842
Eci2,1.60490239,0.00000000,0.52242378
Sec22b,1.49102725,0.00000000,0.52324519
Surf1,1.66378757,0.00000000,0.52411124
Dap3,0.83855980,0.00000000,0.52418738
Cmc1,2.01327700,0.00000000,0.52578324
Slc25a51,2.05148058,0.00000000,0.52653779
Cat,1.84170581,0.00000000,0.52715438
Mterf4,0.55360997,0.00532620,0.52852193
Pdp2,1.16944443,0.00000000,0.52972273
Nat8,1.31957275,0.00851340,0.53002038
Atp6v1e1,1.10213477,0.00000000,0.53025067
Tmed10,1.18511770,0.00000000,0.53047858
Mrpl32,1.22593982,0.00000000,0.53049118
Vdac1,2.02840406,0.00000000,0.53236367
Abcb7,1.42274930,0.00000000,0.53481826
Cisd3,1.10683468,0.00000000,0.53528367
Cox6c,1.44532449,0.00000000,0.53615453
Lamtor1,1.07195235,0.00000000,0.54015668
Aqp1,1.04381846,0.00000000,0.54047137
Slc23a1,1.31180804,0.00000000,0.54199752
Homer2,0.58595446,0.00969620,0.54201437
Rab9a;Rab9,2.40361953,0.00000000,0.54486447
Dut,1.48215951,0.00000000,0.54512673
Immt,0.59150481,0.00000000,0.54841295
Slirp,1.94683111,0.00000000,0.55036510
Rpl27a,0.66867672,0.00000000,0.55044775
Mrpl57,2.17191365,0.00000000,0.55407612
Hspa9,3.02732226,0.00000000,0.55989789
Hdhd3,3.06725929,0.00000000,0.56432205
P33monox;4833439L19Rik,1.05385462,0.00000000,0.56542878
Ssr4,2.42764318,0.00000000,0.56611011
Tmem126b,1.87927278,0.00000000,0.56620762
Mup10,0.81652661,0.00000000,0.56625185
Gnpat,2.02977595,0.00000000,0.56680085
Ptcd2,1.41538831,0.00000000,0.56694018
L2hgdh,4.29697752,0.00000000,0.56758233
Maob,0.79444008,0.00000000,0.56907567
Rps15a,0.58113553,1.00000000,0.57049705
Ybey,2.80399120,0.00403230,0.57443260
Smim4,1.77126326,0.00000000,0.57558632
Slc25a20,2.36857485,0.00000000,0.57722536
Dnajc19,2.34832137,0.00000000,0.57870860
Atp5f1,2.62328779,0.00000000,0.58327952
Nudt12,0.87393075,0.00000000,0.58487846
Tomm22,2.12168534,0.00000000,0.58511307
Nadk2,2.56876539,0.00000000,0.58842452
Fundc1,1.31579861,0.00000000,0.59056750
Gm561,1.11900555,0.00000000,0.59078993
Kif15,0.82591026,0.00469170,0.59112019
Pdcd6,1.06888610,0.00000000,0.59158032
Rps9,0.34027369,0.00000000,0.59206286
Ralb,1.76980439,0.00000000,0.59261959
Kap,0.97431306,0.00000000,0.59324880
Coq5,2.11763958,0.00000000,0.59382810
Ndufv2,2.21076298,0.00000000,0.59922814
Atpaf2,4.15861952,0.00000000,0.59949955
Myl12b;Myl12a,0.79444791,0.00000000,0.60024067
Ces1f,2.19809892,0.00000000,0.60350456
Gm10036;Rpl11;Gm5093,2.60029811,0.00000000,0.60595230
Arl8a,1.32124602,0.00000000,0.61473554
Ccsmst1,2.19248465,0.00000000,0.61838467
Immp1l,1.97586014,0.00000000,0.61961772
Gls,1.43431010,0.00000000,0.62176032
Pdia3,1.01491019,0.00000000,0.62229487
Prodh2,2.01512318,0.00000000,0.62349706
Rpl22,1.49422222,0.00000000,0.62350279
Rbp4,0.68735646,0.00000000,0.62572161
Bckdha,1.88499985,0.00000000,0.62572794
Rab35,2.28484934,0.00000000,0.62573808
Rps5,0.83819688,0.00000000,0.63524253
Hsd17b8;H2-Ke6,1.86820499,0.00000000,0.63640030
,1.14362809,0.00068306,0.64539411
Mrps12,1.89523998,0.00975290,0.64679160
mt-Nd3;Mtnd3,1.32809265,0.00000000,0.64789999
Tcaim;TCAIM,1.76436061,0.00000000,0.64912215
Lyrm5,1.52954755,0.00000000,0.65062666
Ndufv3,3.95132708,0.00000000,0.66313880
Slc34a1,0.69769326,0.00000000,0.66314976
Cyp27a1,1.85841730,0.00000000,0.66847188
Dnaja1,0.54357138,0.00068353,0.67443335
Atp6v1b2,0.99591419,0.00000000,0.67560891
Akap1,0.79817841,0.00269540,0.68183576
Mcat,1.04449701,0.00000000,0.68664096
,1.84581865,0.00000000,0.69199035
Cpt2,4.22951334,0.00000000,0.69470341
Nnt,3.00596800,0.00000000,0.69912468
Acox1,1.67155165,0.00000000,0.70539876
Sdha,2.85447217,0.00000000,0.70631900
Nudt8,2.62215930,0.00000000,0.70639713
Dbt,2.16013821,0.00000000,0.70884665
Mdh1,1.63832183,0.00000000,0.73386194
Cox6a1,1.15115569,0.00000000,0.73523098
Nudt7,1.72850515,0.00000000,0.73603433
Iscu,1.97565659,0.00000000,0.73684475
Ccdc150,0.80523483,0.00000000,0.73981615
Foxred1,1.01203348,0.00000000,0.74037626
Rpl12,3.23674387,0.00000000,0.74564368
Pex12,1.65753793,0.00000000,0.74301609
Chchd7,1.28274689,0.00000000,0.74527087
Slc25a12,3.23404157,0.00000000,0.74565418
Ca5a,1.43041179,0.00000000,0.75182623
Mrps31,1.66004593,0.00000000,0.75516737
Nme1,4.00594046,0.00000000,0.75910719
Acot8,2.48953679,0.00000000,0.77533526
Acot9;Acot10,4.02342268,0.00000000,0.77969548
Mrpl43,4.06067048,0.00000000,0.78710821
Folh1,0.79967917,0.00000000,0.79279881
Higd2a,2.36128874,0.00000000,0.79513022
Ndufv3,1.61591720,0.00000000,0.79839484
Slc22a6,0.82023228,0.00000000,0.80410185
Pck2,1.67479740,0.00000000,0.80473534
C1qbp,1.87400354,0.00000000,0.80671629
Abcb8,2.34372542,0.00000000,0.81188441
Rhog,2.77865181,0.00000000,0.82014373
Ppfia3,1.05463430,0.00789990,0.82645237
Cbr4,4.01012025,0.00000000,0.83133207
Ccdc90b,3.40938784,0.00000000,0.84093105
Esd,3.07452156,0.00000000,0.84116057
Acad8,0.48224589,0.00467910,0.84347069
Nme6,1.45756827,0.00000000,0.86063221
Ube2n,1.22503971,0.00000000,0.86846720
Hsd17b12,1.69603026,0.00000000,0.87462450
Lyrm7,2.19749693,0.00000000,0.87760785
Gstz1,2.47043277,0.00000000,0.87791341
Usp2,2.36297993,0.00000000,0.88365038
Gnb1,2.12353777,0.00000000,0.88392926
Guk1,2.87449091,0.00000000,0.88481081
Hspa8,1.98993589,0.00000000,0.88726851
Cnpy2,2.56629787,0.00000000,0.89042046
Lyz1,1.64125897,0.00000000,0.90195263
Tmed9,1.01957812,0.00000000,0.90574469
Pgrmc1,2.00178075,0.00000000,0.90630549
Uqcrh,2.50977243,0.00000000,0.90680046
Clpp,2.28296013,0.00000000,0.91549677
Rtn4,1.60762018,0.00533330,0.91950484
Mlec,2.41792986,0.00000000,0.94049164
Qrsl1,1.27250663,0.00000000,0.94875612
Nme3,1.84089461,0.00000000,0.94984017
Mettl15,0.99723631,0.00000000,0.95781119
Atp6v1g1,2.02872436,0.00000000,0.96036135
Tmem33,1.39057815,0.00000000,0.96280592
Mrps36,3.28036095,0.00000000,0.96370436
Rab8b,1.98762702,0.00000000,0.96781432
Pex11b,2.67034099,0.00000000,0.97633923
Rab27a,2.05049483,0.00000000,0.97928281
Aifm1,1.99491944,0.00000000,0.99059051
Rap1a,1.61424943,1.00000000,0.99958672
Mtfp1,2.95243075,0.00000000,1.00039044
Smim8,1.80210321,0.00000000,1.00276782
Ppif,3.90312722,0.00000000,1.01109446
Rdx,1.22536410,0.00000000,1.01297979
Gm10020;Rpl15,1.93078713,0.00000000,1.02046374
Dnajc11,1.77688781,0.00000000,1.02614830
Rpn1,1.51244407,0.00000000,1.02889936
Sdhaf1,2.28620099,0.00000000,1.02996762
Akr1c21,1.03895770,0.00000000,1.03388301
Tmem177,2.82196300,0.00000000,1.06322343
Arpc3,1.89441725,0.00000000,1.06917522
Pet117,2.97958001,0.00068399,1.07097393
Pdzk1ip1,1.48874508,0.00000000,1.09937336
Hspd1,2.48696293,0.00000000,1.51431100
Rpl18a;Gm17541,1.78421028,0.00000000,1.10137489
Slc25a13,2.69175576,0.00000000,1.11669642
Slc5a2,1.77305802,0.00000000,1.13711413
Gm4952,1.17721014,0.00000000,1.14052908
Ociad1,2.57968575,0.00788950,1.14150331
Atp6v1a,2.62676604,0.00000000,1.14256050
Zbed5;Chchd2,2.21906807,0.00000000,1.15381878
Acox1,0.67328554,0.00000000,1.15895153
Syne1,1.60894062,0.00468230,1.17788991
Mup14;Mup8,2.35480614,0.00000000,1.18338372
Acnat2,2.58544747,0.00000000,1.18487397
Arf6,1.18387841,0.00000000,1.20547325
Gadd45gip1,3.22579847,0.00000000,1.20548927
Fxyd2,3.04623470,0.00000000,1.20582345
Bco2,3.06625045,0.00000000,1.22816040
Rpl21,1.11731315,0.00468850,1.22847048
Acadvl,2.59452551,0.00000000,1.23334524
Hmx1,1.45310072,0.00850230,1.23797544
Alas1,2.35108173,0.00000000,1.24553593
Apmap,1.88039807,0.00000000,1.24825625
Cox7c,2.77041888,0.00000000,1.25653962
Smim12,2.33899773,0.00000000,1.26266217
Trmt10c,2.86904577,0.00068493,1.27281516
Cldn2,1.70373362,0.00000000,1.27420432
Slc9a3r1,1.62639256,0.00000000,1.28483280
Ldhb,1.65610092,0.00000000,1.29321422
Mup1;Mup15;Mup7,1.67920053,0.00000000,1.30783672
Arhgdia,3.17045779,0.00000000,1.32437867
Cotl1,0.93128015,0.00000000,1.32527880
Acly,1.50783023,0.00970250,1.35322675
Acbd5,2.12358471,0.00000000,1.39302894
Bax,1.46474027,0.00000000,1.39683967
Arpc4,1.76510664,0.00000000,1.44068406
Gstt1,2.12736070,0.00000000,1.45140560
Rasef,1.22223542,1.00000000,1.48599219
Krtcap2,1.06136210,0.00000000,1.50376342
Nudt9,1.09547916,0.00000000,1.50597682
Ces2c;Ces2b,2.37039272,0.00000000,1.53489514
Rpl17;Gm6133,1.79458557,0.00271370,1.54447593
Slc25a25,1.17224662,0.00000000,1.64815537
Dars2,3.30584179,0.00000000,1.67330120
Mrps18b,3.53095439,0.00000000,1.70915320
Nphp4,2.48977539,0.00849120,1.71407884
Cox7c,1.62865132,0.00000000,1.71750323
Serpinf1,1.44365322,0.00204220,1.74046679
Msn,2.25570698,0.00000000,1.79284997
Iqcg,1.86653113,0.00000000,1.80658214
Slc25a34,3.88739943,0.00000000,1.91968840
Lipt1,1.90643199,0.00000000,1.95067759
Arf4,2.41111052,0.00000000,1.96414106
Rpl32;Gm4987,1.40384030,0.00000000,2.04746943
Mettl7b,2.19661913,0.00000000,2.07228723
Reep6,3.58005687,0.00000000,2.09861320
Tomm5,2.23444543,0.00000000,2.28345254
Vamp8,1.89298710,0.00000000,2.37150056
Nme2,4.00221741,1.00000000,2.39783726
Dst,1.35850673,0.00976560,2.41801070
Thrap3,3.29856578,1.00000000,2.58108094
Ssr1,2.01240184,0.00000000,2.59467077
B3galtl,2.56906191,1.00000000,2.62134272
Jup,1.13356701,0.00000000,2.81666180
Pigs,1.37165249,0.00000000,3.03095578
Snap23,3.25271526,0.00000000,3.03499672
Atp6v1c1,4.15613065,0.00000000,5.00000000
Slc12a7,4.03283866,0.00531560,5.00000000
Bsg,3.97032335,0.00000000,-5.00000000
Pls1,3.88420258,0.00787400,-5.00000000
Mettl20,3.86717109,0.00000000,-5.00000000
Wbscr16,3.85342740,0.00000000,-5.00000000
Hist1h1c;Hist1h1d,3.84144235,0.00000000,5.00000000
Ncstn,3.79244096,0.00271190,5.00000000
Dad1,3.79036901,0.00000000,-5.00000000
Myh11,3.74962328,0.00000000,5.00000000
Vcp,3.60408559,0.00000000,5.00000000
Alpl,3.60246964,0.00000000,5.00000000
Itpr2,3.57322383,0.00000000,5.00000000
Emc8,3.23146780,0.00000000,-5.00000000
Ppm1k,3.05145413,0.00000000,5.00000000
Aldh18a1,3.05021194,0.00000000,5.00000000
Manba,2.98720923,0.00000000,5.00000000
Slc25a11,2.90712782,0.00000000,-5.00000000
Olfr578,2.89718867,1.00000000,5.00000000
Itga3,2.52136124,0.00000000,5.00000000
Phlpp2,2.46037451,1.00000000,5.00000000
Mrpl52,2.46018956,0.00467600,5.00000000
Mtrf1,2.45947585,0.00000000,-5.00000000
Ywhae,2.45870799,0.00000000,5.00000000
Plscr2,2.45794662,0.00000000,-5.00000000
Sel1l,2.45291437,0.00000000,5.00000000
Atp6v1f,2.44947420,0.00000000,5.00000000
Sord,2.44817341,0.00000000,5.00000000
Mgam,2.44747926,0.00000000,5.00000000
Slc26a1,2.44412714,0.00000000,5.00000000
Dcxr,2.44166251,0.00000000,-5.00000000
Elovl1,2.44131050,0.00000000,5.00000000
Naga,2.43699590,0.00000000,5.00000000
Ash1l,2.42662176,1.00000000,5.00000000
Gc,2.42554279,0.00000000,-5.00000000
Psen2;Psen1,2.42463377,0.00000000,5.00000000
Chchd10,2.42104530,0.00000000,5.00000000
Atp12a,2.40781152,1.00000000,-5.00000000
Cldn10,2.40168661,0.00000000,5.00000000
Atp6v0c,2.37474325,0.00000000,5.00000000
Gm5635;Gm14511;Fthl17,2.37296153,1.00000000,5.00000000
Nhlrc3,2.37129784,0.00000000,5.00000000
Slc25a48,2.36146958,0.00000000,5.00000000
Dpm3,2.34401149,0.00000000,5.00000000
Nop58,2.32615924,1.00000000,5.00000000
Slc22a2,2.32512398,0.00000000,5.00000000
Slc37a4,2.26219017,0.00000000,-5.00000000
Ppp1cc;Ppp1cb;Ppp1ca,2.24422909,0.00000000,-5.00000000
H2afv;H2afz,2.21261434,0.00000000,5.00000000
Rnf17,2.10946271,0.00974660,-5.00000000
Hpdl,2.04969494,0.00000000,5.00000000
Tcn2,2.04568781,0.00000000,5.00000000
Nccrp1,2.01955125,0.00000000,-5.00000000
S100a6,2.00457335,1.00000000,5.00000000
Mup2,2.00136447,1.00000000,5.00000000
Pgap1,1.94619493,0.00271550,5.00000000
Fah,1.94294342,0.00968990,5.00000000
Cyp2d9,1.86035275,0.00000000,5.00000000
Acot11,1.77812305,0.00532270,5.00000000
,1.74710361,1.00000000,5.00000000
Pkm,1.72970941,0.00000000,5.00000000
Stag2,1.35475130,1.00000000,5.00000000
Atp9a,1.35475130,0.00660070,5.00000000
Lamc3,1.35475130,1.00000000,5.00000000
Dab2ip,1.35475130,0.00788440,5.00000000
Cad,1.35475130,0.00000000,-5.00000000
Acad11,1.35475130,0.00000000,5.00000000
Galnt11,1.35475130,1.00000000,5.00000000
Glyr1,1.35475130,0.00972760,-5.00000000
Ugdh,1.35475130,0.00000000,5.00000000
Wee2,1.35475130,1.00000000,-5.00000000
Selenbp1;Selenbp2,1.35475130,0.00136430,5.00000000
Hdhd2;Ier3ip1,1.35475130,0.00000000,5.00000000
Immt,1.35475130,0.00000000,5.00000000
Cdhr2,1.35475130,0.00000000,5.00000000
Ptbp1,1.35475130,0.00000000,5.00000000
Atl2,1.35475130,1.00000000,-5.00000000
Rb1cc1,1.35475130,1.00000000,-5.00000000
Pgam2;Pgam1,1.35475130,0.00271000,5.00000000
Lgmn,1.35475130,0.00000000,5.00000000
Ctsl,1.35475130,0.00000000,5.00000000
Alb,1.35475130,0.00000000,-5.00000000
Otc,1.35475130,0.00000000,-5.00000000
Glb1,1.35475130,0.00000000,5.00000000
Uox,1.35475130,0.00000000,-5.00000000
Lhx3,1.35475130,1.00000000,5.00000000
Rab4a;Rab4b,1.35475130,0.00000000,-5.00000000
Nanos2,1.35475130,1.00000000,5.00000000
Arl1,1.35475130,0.00000000,5.00000000
Selt,1.35475130,0.00000000,5.00000000
Rab11a,1.35475130,0.00402960,-5.00000000
Rpl8,1.35475130,0.00270640,-5.00000000
Dok1,1.35475130,1.00000000,-5.00000000
Cyp2e1,1.35475130,0.00970870,5.00000000
Cd36,1.35475130,0.00402680,5.00000000
Prelid2,1.35475130,0.00467290,5.00000000
Coq7,1.35475130,1.00000000,5.00000000
Ogdh,1.35475130,1.00000000,-5.00000000
Aga,1.35475130,0.00000000,5.00000000
Cyp24a1,1.35475130,0.00000000,5.00000000
,1.35475130,1.00000000,-5.00000000
Fn3k,1.35475130,1.00000000,-5.00000000
Prcp,1.35475130,0.00000000,5.00000000
Cpm,1.35475130,0.00403770,5.00000000
Tdrkh,1.35475130,0.00000000,5.00000000
Lmf2,1.35475130,0.00659630,5.00000000
Fam151a,1.35475130,0.00000000,-5.00000000
Hdlbp,1.35475130,0.00270090,5.00000000
Slc22a7,1.35475130,0.00790510,5.00000000
Scpep1,1.35475130,0.00000000,5.00000000
Mrm1,1.35475130,0.00659200,-5.00000000
Derl1,1.35475130,0.00068446,5.00000000
Emilin1,1.35475130,0.00000000,5.00000000
Abcb6,1.35475130,0.00789470,5.00000000
Sacm1l,1.35475130,0.00000000,5.00000000
Cpq,1.35475130,0.00000000,5.00000000
Zfp532,1.35475130,1.00000000,5.00000000
,#DIV/0!,0.00000000,-5.00000000
Abca17,#DIV/0!,1.00000000,-5.00000000
Lrrc16a,#DIV/0!,1.00000000,-5.00000000
Rap1gds1,#DIV/0!,0.00000000,-5.00000000
Tpst2,#DIV/0!,0.00000000,-5.00000000
Ugt2b37;Ugt2b5;Ugt2b17,#DIV/0!,0.00000000,-5.00000000
H2afx,#DIV/0!,0.00000000,-5.00000000
Mup20,#DIV/0!,0.00000000,-5.00000000
Nsun4,#DIV/0!,0.00000000,-5.00000000